#,Name,MLBAMID,RazzballID,FanGraphsID,NFBCID,FantraxID,Team,STD_POS,YAHOO_POS,Last,First,Lastv2,Firstv2,YahooName
211,Matthew Boyd,571510,15440,15440,9087,*02n4s*,CHC,SP,SP,Boyd,Matthew,Boyd,Matthew,Matthew Boyd
212,Jose De Leon,592254,15463,15463,9453,,BOS,RP,RP,De Leon,Jose,De León,José,José De León
213,Lucas Giolito,608337,15474,15474,8724,*02i37*,BOS,SP,SP,Giolito,Lucas,Giolito,Lucas,Lucas Giolito
214,Antonio Senzatela,622608,15488,15488,9297,*02zoa*,COL,SP,SP,Senzatela,Antonio,Senzatela,Antonio,Antonio Senzatela
215,J.P. Crawford,641487,15491,15491,8694,*0310z*,SEA,SS,SS,Crawford,J.P.,Crawford,J.P.,J.P. Crawford
216,Aaron Judge,592450,15640,15640,8956,*02z0s*,NYY,OF,OF,Judge,Aaron,Judge,Aaron,Aaron Judge
217,Dominic Smith,642086,15653,15653,8679,*02z96*,SF,1B,1B,Smith,Dominic,Smith,Dominic,Dominic Smith
218,Billy McKinney,641856,15654,15654,8939,,TEX,OF,OF,McKinney,Billy,McKinney,Billy,Billy McKinney
219,Reese McGuire,624512,15674,15674,8699,*0310a*,CHC,C,C,McGuire,Reese,McGuire,Reese,Reese McGuire
220,Rowdy Tellez,642133,15679,15679,9880,*032gq*,TEX,1B,1B,Tellez,Rowdy,Tellez,Rowdy,Rowdy Tellez
221,Miguel Castro,612434,15684,15684,8982,*0351m*,CHW,RP,RP,Castro,Miguel,Castro,Miguel,Miguel Castro
222,Luis Castillo,622491,15689,15689,9506,*03nuc*,SEA,SP,SP,Castillo,Luis,Castillo,Luis,Luis Castillo
223,Tyler Wade,642180,15730,15730,9697,*031b4*,SD,2B/SS/ 3B/OF,2B/SS/ 3B/OF,Wade,Tyler,Wade,Tyler,Tyler Wade
224,Joe Jimenez,641729,15761,15761,9644,*03as0*,ATL,RP,RP,Jimenez,Joe,Jiménez,Joe,Joe Jiménez
225,Sean Manaea,640455,15873,15873,8666,*02x0f*,NYM,SP,SP,Manaea,Sean,Manaea,Sean,Sean Manaea
226,Luis Severino,622663,15890,15890,8958,*03ab0*,ATH,SP,SP,Severino,Luis,Severino,Luis,Luis Severino
227,Aledmys Diaz,649557,15937,15937,9269,*02y8t*,HOU,SS,SS,Diaz,Aledmys,,,
228,Austin Nola,543592,15941,15941,9504,*02mzc*,ATL,C,C,Nola,Austin,Nola,Austin,Austin Nola
229,Ryne Stanek,592773,15947,15947,9519,*02hhj*,NYM,RP,RP,Stanek,Ryne,Stanek,Ryne,Ryne Stanek
230,Cody Bellinger,641355,15998,15998,9649,*03120*,NYY,1B/OF,1B/OF,Bellinger,Cody,Bellinger,Cody,Cody Bellinger
231,Carlos Rodon,607074,16137,16137,8942,*02c2r*,NYY,SP,SP,Rodon,Carlos,Rodón,Carlos,Carlos Rodón
232,Aaron Nola,605400,16149,16149,8961,*02i3o*,PHI,SP,SP,Nola,Aaron,Nola,Aaron,Aaron Nola
233,J.D. Davis,605204,16219,16219,9722,*02bu2*,LAA,1B/3B,1B/3B,Davis,J.D.,Davis,J.D.,J.D. Davis
234,Trea Turner,607208,16252,16252,9132,*02c68*,PHI,SS,SS,Turner,Trea,Turner,Trea,Trea Turner
235,Michael Conforto,624424,16376,16376,8954,*02z0t*,LAD,OF,OF,Conforto,Michael,Conforto,Michael,Michael Conforto
236,Reynaldo Lopez,625643,16400,16400,9410,*03i81*,ATL,SP,SP,Lopez,Reynaldo,López,Reynaldo,Reynaldo López
237,Francisco Mejia,642336,16403,16403,9548,*03a95*,WSH,C,C,Mejia,Francisco,Mejía,Francisco,Francisco Mejía
238,Christian Arroyo,624414,16434,16434,8969,*0310e*,PHI,2B,2B,Arroyo,Christian,Arroyo,Christian,Christian Arroyo
239,Kyle Schwarber,656941,16478,16478,8940,*03cag*,PHI,DH,OF,Schwarber,Kyle,Schwarber,Kyle,Kyle Schwarber
240,Matt Chapman,656305,16505,16505,9683,*03d6s*,SF,3B,3B,Chapman,Matt,Chapman,Matt,Matt Chapman
241,Danny Jansen,643376,16535,16535,9795,*031el*,MIL,C,C,Jansen,Danny,Jansen,Danny,Danny Jansen
242,Ozzie Albies,645277,16556,16556,9721,*03fi0*,ATL,2B,2B,Albies,Ozzie,Albies,Ozzie,Ozzie Albies
243,Austin Gomber,596295,16561,16561,9847,*03dbe*,CHC,RP,RP,Gomber,Austin,Gomber,Austin,Austin Gomber
244,Brock Stewart,592779,16727,16727,9392,*03deu*,LAD,RP,RP,Stewart,Brock,Stewart,Brock,Brock Stewart
245,Colin Moran,592567,16909,16909,8671,*026l2*,SEA,1B,1B,Moran,Colin,,,
246,Luke Weaver,596133,16918,16918,9430,*02c5l*,NYY,RP,RP,Weaver,Luke,Weaver,Luke,Luke Weaver
247,Aramis Garcia,605244,16925,16925,9898,*02c6c*,ARI,C,C,Garcia,Aramis,Garcia,Aramis,Aramis Garcia
248,Jonah Heim,641680,16930,16930,10705,*031b2*,TEX,C,C,Heim,Jonah,Heim,Jonah,Jonah Heim
249,Sean Newcomb,656794,16943,16943,8947,*032lk*,ATH,RP,RP,Newcomb,Sean,Newcomb,Sean,Sean Newcomb
250,Grant Holmes,656550,16944,16944,10468,*03d6p*,ATL,SP,SP,Holmes,Grant,Holmes,Grant,Grant Holmes
251,Trevor Williams,592866,16977,16977,9457,*0311b*,WSH,SP,SP,Williams,Trevor,Williams,Trevor,Trevor Williams
252,Tyler Beede,595881,16981,16981,9899,*02bq5*,MIN,RP,RP,Beede,Tyler,Beede,Tyler,Tyler Beede
253,Gleyber Torres,650402,16997,16997,9778,*031t0*,DET,2B,2B,Torres,Gleyber,Torres,Gleyber,Gleyber Torres
254,Raisel Iglesias,628452,17130,17130,8981,*03aqv*,ATL,RP,RP,Iglesias,Raisel,Iglesias,Raisel,Raisel Iglesias
255,Chad Wallach,595453,17161,17161,9740,*03121*,LAA,C,C,Wallach,Chad,,,
256,Yoan Moncada,660162,17232,17232,8979,*03eet*,LAA,3B,3B,Moncada,Yoan,Moncada,Yoán,Yoán Moncada
257,Jorge Mateo,622761,17273,17273,9524,*03b6k*,BAL,2B/SS/ OF,2B/SS/ OF,Mateo,Jorge,Mateo,Jorge,Jorge Mateo
258,Jeff Hoffman,656546,17432,17432,8975,*03ann*,TOR,RP,RP,Hoffman,Jeff,Hoffman,Jeff,Jeff Hoffman
259,Alex Bregman,608324,17678,17678,9415,*02w7p*,BOS,3B,3B,Bregman,Alex,Bregman,Alex,Alex Bregman
260,Andrew Benintendi,643217,17901,17901,9417,*03pdw*,CHW,OF,OF,Benintendi,Andrew,Benintendi,Andrew,Andrew Benintendi
261,Nathan Lukes,664770,18123,18123,11637,*03qmr*,TOR,OF,OF,Lukes,Nathan,Lukes,Nathan,Nathan Lukes
262,Carson Fulmer,608334,18311,18311,9404,*02n67*,LAA,RP,RP,Fulmer,Carson,Fulmer,Carson,Carson Fulmer
263,Dansby Swanson,621020,18314,18314,9432,*03ae8*,CHC,SS,SS,Swanson,Dansby,Swanson,Dansby,Dansby Swanson
264,Kenta Maeda,628317,18498,18498,9183,*02z93*,NYY,RP,RP,Maeda,Kenta,Maeda,Kenta,Kenta Maeda
265,Yuli Gurriel,493329,19198,19198,9407,*025jv*,SD,1B,1B,Gurriel,Yuli,Gurriel,Yuli,Yuli Gurriel
266,Chris Martin,455119,455119,11847,8768,*02j77*,TEX,RP,RP,Martin,Chris,Martin,Chris,Chris Martin
267,Wilking Rodriguez,516853,516853,8801,8802,*01srp*,NYY,RP,RP,Rodriguez,Wilking,Rodríguez,Wilking,Wilking Rodríguez
268,Fernando Cruz,518585,518585,7048,11557,*05ym7*,NYY,RP,RP,Cruz,Fernando,Cruz,Fernando,Fernando Cruz
269,Merrill Kelly,518876,518876,11156,10506,*02hj7*,TEX,SP,SP,Kelly,Merrill,Kelly,Merrill,Merrill Kelly
270,Albert Suarez,544150,544150,6175,9358,*02xid*,BAL,RP,RP,Suarez,Albert,Suárez,Albert,Albert Suárez
271,Michael Kelly,547184,547184,12791,9974,*02bqn*,ATH,RP,RP,Kelly,Michael,Kelly,Michael,Michael Kelly
272,Brooks Raley,548384,548384,10061,8363,*01vxp*,NYM,RP,RP,Raley,Brooks,Raley,Brooks,Brooks Raley
273,David Buchanan,571527,571527,11176,8794,*02h9b*,TEX,RP,RP,Buchanan,David,Buchanan,David,David Buchanan
274,Miles Mikolas,571945,571945,9803,9819,*02h9r*,STL,SP,SP,Mikolas,Miles,Mikolas,Miles,Miles Mikolas
275,Hoby Milner,571948,571948,13346,9589,*02n0v*,TEX,RP,RP,Milner,Hoby,Milner,Hoby,Hoby Milner
276,Jon Singleton,572138,572138,10441,8213,*01srk*,HOU,1B,1B,Singleton,Jon,Singleton,Jon,Jon Singleton
277,Burch Smith,572143,572143,12784,8486,*02c1b*,PIT,RP,RP,Smith,Burch,Smith,Burch,Burch Smith
278,Brian Moran,572383,572383,9646,8742,,ATL,RP,RP,Moran,Brian,Moran,Brian,Brian Moran
279,Caleb Thielbar,573204,573204,10078,8494,*02hfr*,CHC,RP,RP,Thielbar,Caleb,Thielbar,Caleb,Caleb Thielbar
280,Mike Yastrzemski,573262,573262,14854,10626,*031dw*,KC,OF,OF,Yastrzemski,Mike,Yastrzemski,Mike,Mike Yastrzemski
281,Yusei Kikuchi,579328,579328,20633,10438,*04ml0*,LAA,SP,SP,Kikuchi,Yusei,Kikuchi,Yusei,Yusei Kikuchi
282,Jason Adam,592094,592094,11861,10025,*025it*,SD,RP,RP,Adam,Jason,Adam,Jason,Jason Adam
283,Cam Booser,592155,592155,16061,12080,*03mjl*,CHW,RP,RP,Booser,Cam,Booser,Cam,Cam Booser
284,Dylan Covey,592229,592229,14825,9590,*01uci*,ATL,RP,RP,Covey,Dylan,Covey,Dylan,Dylan Covey
285,Niko Goodrum,592348,592348,,9747,*025fb*,NYM,SS,SS,Goodrum,Niko,Goodrum,Niko,Niko Goodrum
286,Zack Weiss,592848,592848,15444,9910,*02hkd*,STL,RP,RP,Weiss,Zack,Weiss,Zack,Zack Weiss
287,Ben Lively,594902,594902,14932,8960,*0311w*,CLE,SP,SP,Lively,Ben,Lively,Ben,Ben Lively
288,John Curtiss,595928,595928,16128,9733,*02ob9*,ARI,RP,RP,Curtiss,John,Curtiss,John,John Curtiss
289,Jakob Junis,596001,596001,13619,9547,*02f9m*,CLE,RP,RP,Junis,Jakob,Junis,Jakob,Jakob Junis
290,Austin Slater,596103,596103,16153,9669,*03dg7*,NYY,OF,OF,Slater,Austin,Slater,Austin,Austin Slater
291,Garrett Stubbs,596117,596117,18067,10201,*03qn0*,PHI,C,C,Stubbs,Garrett,Stubbs,Garrett,Garrett Stubbs
292,Thyago Vieira,600986,600986,14510,9530,*049ur*,ARI,RP,RP,Vieira,Thyago,Vieira,Thyago,Thyago Vieira
293,Nick Pivetta,601713,601713,15454,9570,*0316j*,SD,SP,SP,Pivetta,Nick,Pivetta,Nick,Nick Pivetta
294,Yonathan Daza,602074,602074,15794,9843,,COL,OF,OF,Daza,Yonathan,,,
295,Ramon Urias,602104,602104,18795,10445,*04de0*,HOU,2B/3B,2B/3B,Urias,Ramon,Urías,Ramón,Ramón Urías
296,Justin Anderson,605121,605121,16201,10023,*03do2*,CHW,RP,RP,Anderson,Justin,Anderson,Justin,Justin Anderson
297,Scott Barlow,605130,605130,14993,9923,*02buh*,CIN,RP,RP,Barlow,Scott,Barlow,Scott,Scott Barlow
298,John Brebbia,605154,605154,12777,9664,*03xmd*,BOS,RP,RP,Brebbia,John,Brebbia,John,John Brebbia
299,Colten Brewer,605155,605155,12997,9918,*02bt3*,NYY,RP,RP,Brewer,Colten,Brewer,Colten,Colten Brewer
300,Victor Caratini,605170,605170,14968,9262,*0311f*,HOU,C/1B,C/1B,Caratini,Victor,Caratini,Victor,Victor Caratini
301,Clay Holmes,605280,605280,13649,9555,*02bx4*,NYM,SP,SP,Holmes,Clay,Holmes,Clay,Clay Holmes
302,Jack Lopez,605346,605346,13663,11279,,SEA,2B,2B,Lopez,Jack,López,Jack,Jack López
303,Vimael Machin,605353,605353,17684,10802,,BAL,2B,2B,Machin,Vimael,,,
304,Nick Martini,605361,605361,12005,10039,*02bvk*,ATH,OF,OF,Martini,Nick,Martini,Nick,Nick Martini
305,Yacksel Rios,605441,605441,15007,9732,*02bzl*,NYM,RP,RP,Rios,Yacksel,Ríos,Yacksel,Yacksel Ríos
306,Jordan Romano,605447,605447,16122,10518,*03di6*,PHI,RP,RP,Romano,Jordan,Romano,Jordan,Jordan Romano
307,Jeffrey Springs,605488,605488,17677,10067,*04mlr*,ATH,SP,SP,Springs,Jeffrey,Springs,Jeffrey,Jeffrey Springs
308,Zach Thompson,605507,605507,16094,11216,*03de5*,ATL,RP,RP,Thompson,Zach,Thompson,Zach,Zach Thompson
309,Spencer Turnbull,605513,605513,16207,9893,*03d75*,KC,SP,SP,Turnbull,Spencer,Turnbull,Spencer,Spencer Turnbull
310,Brandon Woodruff,605540,605540,16162,9678,*02bu3*,MIL,SP,SP,Woodruff,Brandon,Woodruff,Brandon,Brandon Woodruff
311,Harold Castro,605612,605612,14691,10111,,KC,2B,2B,Castro,Harold,Castro,Harold,Harold Castro
312,Giovanny Gallegos,606149,606149,14986,9526,*03mul*,LAD,RP,RP,Gallegos,Giovanny,Gallegos,Giovanny,Giovanny Gallegos
313,Yefry Ramirez,606162,606162,15655,9528,,LAD,RP,RP,Ramirez,Yefry,Ramírez,Yefry,Yefry Ramirez
314,Joel Payamps,606303,606303,14332,10496,*03aru*,ATL,RP,RP,Payamps,Joel,Payamps,Joel,Joel Payamps
315,Eric Haase,606992,606992,14111,9831,*02bv2*,MIL,C,C,Haase,Eric,,,
316,Kyle Hart,606996,606996,19646,10759,*0422c*,SD,SP,SP,Hart,Kyle,Hart,Kyle,Kyle Hart
317,Erick Fedde,607200,607200,17425,9719,*03d6n*,MIL,SP,SP,Fedde,Erick,Fedde,Erick,Erick Fedde
318,Joey Krehbiel,607216,607216,13707,10054,*02bze*,KC,RP,RP,Krehbiel,Joey,Krehbiel,Joey,Joey Krehbiel
319,Beau Taylor,607333,607333,12384,10095,,SEA,C,C,Taylor,Beau,Taylor,Beau,Beau Taylor
320,Anthony Banda,607455,607455,14706,9563,*02n2v*,LAD,RP,RP,Banda,Anthony,Banda,Anthony,Anthony Banda
321,Aaron Bummer,607481,607481,16258,9713,*03drc*,ATL,RP,RP,Bummer,Aaron,Bummer,Aaron,Aaron Bummer
322,Kyle Freeland,607536,607536,16256,8941,*03ca3*,COL,SP,SP,Freeland,Kyle,Freeland,Kyle,Kyle Freeland
323,John Means,607644,607644,16269,10112,*03dim*,CLE,SP,SP,Means,John,Means,John,John Means
324,Andrew Vasquez,607755,607755,19482,10088,*03ym6*,LAA,RP,RP,Vasquez,Andrew,Vasquez,Andrew,Andrew Vasquez
325,Max Fried,608331,608331,13743,8704,*02i2j*,NYY,SP,SP,Fried,Max,Fried,Max,Max Fried
326,Chris Okey,608360,608360,19245,11490,*03ywx*,LAD,C,C,Okey,Chris,Okey,Chris,Chris Okey
327,Tomoyuki Sugano,608372,608372,35321,11148,*04b01*,BAL,SP,SP,Sugano,Tomoyuki,Sugano,Tomoyuki,Tomoyuki Sugano
328,Dietrich Enns,608650,608650,13932,9525,*02n9l*,BAL,RP,RP,Enns,Dietrich,Enns,Dietrich,Dietrich Enns
329,Joey Meneses,608841,608841,14366,11525,*03et7*,NYM,1B,1B,Meneses,Joey,Meneses,Joey,Joey Meneses
330,Miguel Andujar,609280,609280,15878,9523,*02i3l*,CIN,3B/OF,3B/OF,Andujar,Miguel,Andujar,Miguel,Miguel Andujar
331,Angelo Castellano,613546,613546,sa657521,10567,,CHW,SS,SS,Castellano,Angelo,,,
332,Franchy Cordero,614173,614173,14567,9541,,WSH,OF,OF,Cordero,Franchy,Cordero,Franchy,Franchy Cordero
333,Cal Quantrill,615698,615698,19312,9959,*03yxh*,TEX,SP,SP,Quantrill,Cal,Quantrill,Cal,Cal Quantrill
334,Jacob Robson,615699,615699,19528,11261,,DET,OF,OF,Robson,Jacob,Robson,Jacob,Jacob Robson
335,Luis Torrens,620443,620443,15905,9600,*02nqg*,NYM,C,C,Torrens,Luis,Torrens,Luis,Luis Torrens
336,Jose Castillo,620454,620454,17169,9911,*02new*,BAL,RP,RP,Castillo,Jose,Castillo,José,José Castillo
337,Richie Martin,621006,621006,17736,10316,,TEX,SS,SS,Martin,Richie,Martin,Richie,Richie Martin
338,Alex De Goti,621008,621008,19477,10995,,TEX,SS,SS,De Goti,Alex,De Goti,Alex,Alex De Goti
339,Jose Cuas,621016,621016,17701,11482,*060mz*,ATL,RP,RP,Cuas,Jose,Cuas,Jose,José Cuas
340,Kevin Newman,621028,621028,17696,10078,*03pj2*,DET,2B/SS,2B/SS,Newman,Kevin,Newman,Kevin,Kevin Newman
341,Steven Wilson,621051,621051,20353,11369,*04psv*,CHW,RP,RP,Wilson,Steven,Wilson,Steven,Steven Wilson
342,Tyler Ferguson,621053,621053,19481,12087,*03qlm*,ATH,RP,RP,Ferguson,Tyler,Ferguson,Tyler,Tyler Ferguson
343,Justin Garza,621057,621057,19784,11228,*03adu*,NYM,RP,RP,Garza,Justin,Garza,Justin,Justin Garza
344,Jacob Waguespack,621097,621097,18318,10495,*04y78*,PHI,RP,RP,Waguespack,Jacob,Waguespack,Jacob,Jacob Waguespack
345,Walker Buehler,621111,621111,19374,9764,*03aac*,PHI,SP,SP,Buehler,Walker,Buehler,Walker,Walker Buehler
346,Ryan Burr,621114,621114,17536,10084,*03qkx*,TOR,RP,RP,Burr,Ryan,Burr,Ryan,Ryan Burr
347,Jose Alvarado,621237,621237,17780,9515,*03btm*,PHI,RP,RP,Alvarado,Jose,Alvarado,José,José Alvarado
348,A.J. Minter,621345,621345,18655,9734,*03ppa*,NYM,RP,RP,Minter,A.J.,Minter,A.J.,A.J. Minter
349,Colin Poche,621363,621363,19403,10502,*02mz1*,NYM,RP,RP,Poche,Colin,Poche,Colin,Colin Poche
350,Ryan Borucki,621366,621366,16350,9960,*02n6w*,TOR,RP,RP,Borucki,Ryan,Borucki,Ryan,Ryan Borucki
351,Tanner Banks,621383,621383,16990,11444,*03dqv*,PHI,RP,RP,Banks,Tanner,Banks,Tanner,Tanner Banks
352,Brady Feigl,621399,621399,15968,12165,,MIN,RP,RP,Feigl,Brady,Feigl,Brady,Brady Feigl
353,Tyrone Taylor,621438,621438,13675,10114,*02mx2*,NYM,OF,OF,Taylor,Tyrone,Taylor,Tyrone,Tyrone Taylor
354,Edwin Rios,621458,621458,18316,9955,,CIN,1B,1B,Rios,Edwin,Ríos,Edwin,Edwin Ríos
355,Taylor Ward,621493,621493,17548,10076,*03pje*,LAA,OF,OF,Ward,Taylor,Ward,Taylor,Taylor Ward
356,Tomas Nido,621512,621512,13755,9499,*02n1i*,DET,C,C,Nido,Tomas,Nido,Tomás,Tomás Nido
357,Zach Remillard,621545,621545,19788,11809,*041va*,CHW,2B,2B,Remillard,Zach,,,
358,Alex Young,622065,622065,18333,10644,*03aad*,CIN,RP,RP,Young,Alex,Young,Alex,Alex Young
359,Yency Almonte,622075,622075,15068,9494,*02n7z*,CHC,RP,RP,Almonte,Yency,Almonte,Yency,Yency Almonte
360,Tejay Antone,622088,622088,16233,10749,*02nbw*,CIN,RP,RP,Antone,Tejay,Antone,Tejay,Tejay Antone
361,Drew Smith,622098,622098,17755,10047,*03qkc*,NYM,RP,RP,Smith,Drew,Smith,Drew,Drew Smith
362,Josh Sborz,622250,622250,18323,10487,*03pp9*,TEX,RP,RP,Sborz,Josh,Sborz,Josh,Josh Sborz
363,Josh Staumont,622251,622251,18335,10257,*03pp2*,CIN,RP,RP,Staumont,Josh,Staumont,Josh,Josh Staumont
364,Dillon Tate,622253,622253,17796,10459,*03p9d*,TOR,RP,RP,Tate,Dillon,Tate,Dillon,Dillon Tate
365,Patrick Weigel,622256,622256,17792,10443,*03dty*,WSH,RP,RP,Weigel,Patrick,Weigel,Patrick,Patrick Weigel
366,Donovan Walton,622268,622268,19314,10697,*03qyb*,PHI,2B,2B,Walton,Donovan,Walton,Donovan,Donovan Walton
367,Seranthony Dominguez,622554,622554,19249,9838,*04auk*,TOR,RP,RP,Dominguez,Seranthony,Domínguez,Seranthony,Seranthony Domínguez
368,Pablo Reyes,622569,622569,16357,10098,*03azu*,NYM,2B/SS/ 3B,1B/2B/ SS/3B,Reyes,Pablo,Reyes,Pablo,Pablo Reyes
369,Miguel Diaz,622766,622766,18815,9591,*03mkx*,SF,RP,RP,Diaz,Miguel,Díaz,Miguel,Miguel Díaz
370,Jesus Tinoco,622786,622786,16300,9845,*03moe*,MIA,RP,RP,Tinoco,Jesus,Tinoco,Jesus,Jesús Tinoco
371,Andrew Velazquez,623205,623205,14196,10099,*02n0e*,NYY,SS,SS,Velazquez,Andrew,Velazquez,Andrew,Andrew Velazquez
372,Huascar Brazoban,623211,623211,6107,11519,*060ml*,NYM,RP,RP,Brazoban,Huascar,Brazobán,Huascar,Huascar Brazobán
373,Thomas Pannone,623381,623381,17281,9882,*031ce*,MIL,RP,RP,Pannone,Thomas,Pannone,Thomas,Thomas Pannone
374,Nick Anderson,623433,623433,18337,10474,*04sxl*,SEA,RP,RP,Anderson,Nick,Anderson,Nick,Nick Anderson
375,Justin Topa,623437,623437,15145,11126,*0318i*,MIN,RP,RP,Topa,Justin,Topa,Justin,Justin Topa
376,Evan Phillips,623465,623465,17734,9635,*03qto*,LAD,RP,RP,Phillips,Evan,Phillips,Evan,Evan Phillips
377,Jimmy Herget,623474,623474,17556,10501,*03qln*,COL,RP,RP,Herget,Jimmy,Herget,Jimmy,Jimmy Herget
378,Josh Lester,623507,623507,17737,10546,*03qqr*,BAL,3B,3B,Lester,Josh,,,
379,David Bote,623520,623520,14593,9607,*02n8i*,LAD,3B,3B,Bote,David,Bote,David,David Bote
380,Anthony Santander,623993,623993,14551,9599,*02w16*,TOR,OF,OF,Santander,Anthony,Santander,Anthony,Anthony Santander
381,Ranger Suarez,624133,624133,17277,9840,*03et8*,PHI,SP,SP,Suarez,Ranger,Suárez,Ranger,Ranger Suárez
382,Pete Alonso,624413,624413,19251,10312,*041pz*,NYM,1B,1B,Alonso,Pete,Alonso,Pete,Pete Alonso
383,Cavan Biggio,624415,624415,19252,10160,*041rv*,LAA,1B/2B/ 3B/OF,1B/2B/ 3B/OF,Biggio,Cavan,Biggio,Cavan,Cavan Biggio
384,Jose Trevino,624431,624431,16725,9862,*03df0*,CIN,C,C,Trevino,Jose,Trevino,Jose,Jose Trevino
385,Nick Gordon,624503,624503,16337,9786,*03c7z*,KC,OF,OF,Gordon,Nick,Gordon,Nick,Nick Gordon
386,Riley Unroe,624523,624523,sa737614,10534,,DET,2B,2B,Unroe,Riley,Unroe,Riley,
387,Edmundo Sosa,624641,624641,17022,9557,*02zpf*,PHI,2B/SS/ 3B,2B/SS/ 3B,Sosa,Edmundo,Sosa,Edmundo,Edmundo Sosa
388,Victor Gonzalez,624647,624647,16408,10703,*03aqt*,LAA,RP,RP,Gonzalez,Victor,González,Victor,Victor González
389,Erick Mejia,625510,625510,15817,9950,,WSH,3B,3B,Mejia,Erick,Mejia,Erick,Erick Mejia
390,Andy Ibanez,628451,628451,18819,10979,*03mm4*,DET,2B,1B/2B/ 3B,Ibanez,Andy,Ibáñez,Andy,Andy Ibáñez
391,Jake Cronenworth,630105,630105,18036,10766,*03qmh*,SD,1B/2B/ SS,1B/2B/ SS,Cronenworth,Jake,Cronenworth,Jake,Jake Cronenworth
392,Wil Crowe,640444,640444,19800,10973,,PHI,RP,RP,Crowe,Wil,Crowe,Wil,Wil Crowe
393,Kyle Finnegan,640448,640448,15009,10792,*031bl*,DET,RP,RP,Finnegan,Kyle,Finnegan,Kyle,Kyle Finnegan
394,Hunter Harvey,640451,640451,15507,8633,*0310c*,KC,RP,RP,Harvey,Hunter,Harvey,Hunter,Hunter Harvey
395,Matt Krook,640454,640454,19315,11314,*0310j*,CLE,RP,RP,Krook,Matt,Krook,Matt,Matt Krook
396,Óscar Mercado,640458,640458,16375,9846,*02k19*,PHI,OF,OF,Mercado,Óscar,Mercado,Óscar,Óscar Mercado
397,Brian Navarreto,640459,640459,16398,10835,,MIA,C,C,Navarreto,Brian,Navarreto,Brian,Brian Navarreto
398,A.J. Puk,640462,640462,19343,9792,*03yso*,ARI,RP,RP,Puk,A.J.,Puk,A.J.,A.J. Puk
399,Adbert Alzolay,640470,640470,17859,9886,*03aqz*,NYM,RP,RP,Alzolay,Adbert,Alzolay,Adbert,Adbert Alzolay
400,Jose Azocar,640492,640492,18821,11446,*03yux*,NYM,OF,OF,Azocar,Jose,Azocar,José,José Azócar
401,Jhonny Pereda,640902,640902,19802,11066,*04yd8*,MIN,C,C,Pereda,Jhonny,Pereda,Jhonny,Jhonny Pereda
402,Pablo Lopez,641154,641154,17085,9876,*043f9*,MIN,SP,SP,Lopez,Pablo,López,Pablo,Pablo López
403,Tyler Alexander,641302,641302,17735,10646,*0376h*,CHW,SP,SP,Alexander,Tyler,Alexander,Tyler,Tyler Alexander
404,Shaun Anderson,641312,641312,19453,10333,,LAA,RP,RP,Anderson,Shaun,Anderson,Shaun,Shaun Anderson
405,Bryan Baker,641329,641329,19804,10853,*041w4*,TB,RP,RP,Baker,Bryan,Baker,Bryan,Bryan Baker
406,Jake Bauers,641343,641343,15194,9788,*0316v*,MIL,1B/OF,1B/OF,Bauers,Jake,Bauers,Jake,Jake Bauers
407,Phil Bickford,641360,641360,18519,10989,*03109*,PHI,RP,RP,Bickford,Phil,Bickford,Phil,Phil Bickford
408,Ben Bowden,641386,641386,20198,10741,*041px*,ATH,RP,RP,Bowden,Ben,Bowden,Ben,Ben Bowden
409,Connor Brogdon,641401,641401,21205,11019,*04ek8*,LAA,RP,RP,Brogdon,Connor,Brogdon,Connor,Connor Brogdon
410,Alan Busenitz,641427,641427,15239,9685,*031hh*,CIN,RP,RP,Busenitz,Alan,Busenitz,Alan,Alan Busenitz
411,Nestor Cortes,641482,641482,17874,9934,*03bin*,SD,SP,SP,Cortes,Nestor,Cortes,Nestor,Nestor Cortes
412,Jason Delay,641511,641511,19806,11495,*041w5*,ATL,C,C,Delay,Jason,,,
413,J.C. Escarra,641555,641555,20084,12242,*04ent*,NYY,C,C/1B/ 3B,Escarra,J.C.,Escarra,J.C.,J.C. Escarra
414,Bernardo Flores Jr.,641576,641576,19561,10728,*041td*,CHW,RP,RP,Flores Jr.,Bernardo,Flores Jr.,Bernardo,Bernardo Flores Jr.
415,Matt Foster,641582,641582,19647,10729,*0422q*,ARI,RP,RP,Foster,Matt,Foster,Matt,Matt Foster
416,Jake Fraley,641584,641584,19260,10225,*041qd*,ATL,OF,OF,Fraley,Jake,Fraley,Jake,Jake Fraley
417,J.P. France,641585,641585,21212,11716,*04py3*,HOU,RP,RP,France,J.P.,France,J.P.,J.P. France
418,Luis Guillorme,641645,641645,16451,9870,*0317b*,HOU,2B,2B,Guillorme,Luis,Guillorme,Luis,Luis Guillorme
419,Ian Hamilton,641656,641656,19261,10087,*041w8*,NYY,RP,RP,Hamilton,Ian,Hamilton,Ian,Ian Hamilton
420,Thomas Hatch,641672,641672,19264,10782,,MIN,RP,RP,Hatch,Thomas,Hatch,Thomas,Thomas Hatch
421,Dakota Hudson,641712,641712,19206,10064,*041md*,LAA,RP,RP,Hudson,Dakota,Hudson,Dakota,Dakota Hudson
422,Rob Kaminsky,641739,641739,15792,10890,,STL,RP,RP,Kaminsky,Rob,Kaminsky,Rob,Rob Kaminsky
423,Brad Keller,641745,641745,15734,9936,*0312l*,CHC,RP,RP,Keller,Brad,Keller,Brad,Brad Keller
